customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,Churn,is_new_customer,TenureSegment,ServiceUsage,BillingLevel,BillingTenureSegment,EngagementScore,EngagementSegment,BillingEngageSegment,TenureEngageSegment,IsMonthToMonth,HasCoreProtection,HighRiskFinancialProfile,OverallRiskScore,Cluster
5647-FXOTP,Female,1,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.9,0,0,Loyal,Heavy,High,High-Loyal,7,HighEngage,High-HighEngage,Loyal-HighEngage,1,0,1,5,3
5569-OUICF,Female,1,Yes,No,28,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),101.3,1,0,Loyal,Heavy,High,High-Loyal,6,MidEngage,High-MidEngage,Loyal-MidEngage,1,1,0,4,3
8821-XNHVZ,Female,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,80.05,1,0,New,Heavy,High,High-New,3,LowEngage,High-LowEngage,New-LowEngage,1,0,0,3,3
2082-OJVTK,Male,0,Yes,Yes,29,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,89.2,1,0,Loyal,Heavy,High,High-Loyal,5,MidEngage,High-MidEngage,Loyal-MidEngage,1,0,1,3,3
9700-ISPUP,Female,0,Yes,Yes,10,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,65.5,0,0,New,Heavy,Low,Low-New,5,MidEngage,Low-MidEngage,New-MidEngage,1,1,1,1,1
9839-ETQOE,Male,0,No,Yes,43,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,40.45,0,0,Loyal,Heavy,Low,Low-Loyal,4,MidEngage,Low-MidEngage,Loyal-MidEngage,1,1,1,1,1
6078-VESFR,Male,1,Yes,No,13,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),70.45,0,0,Mid,Light,High,High-Mid,2,LowEngage,High-LowEngage,Mid-LowEngage,1,0,0,5,3
9027-TMATR,Female,0,Yes,No,43,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,78.8,0,0,Loyal,Heavy,High,High-Loyal,7,HighEngage,High-HighEngage,Loyal-HighEngage,0,1,0,1,0
5940-NFXKV,Male,0,Yes,Yes,19,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,83.65,1,0,Mid,Heavy,High,High-Mid,4,MidEngage,High-MidEngage,Mid-MidEngage,1,0,1,3,3
1941-HOSAM,Male,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.1,0,0,New,Heavy,High,High-New,4,MidEngage,High-MidEngage,New-MidEngage,1,0,1,3,3
9110-HSGTV,Female,0,No,No,69,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),82.45,0,0,Loyal,Heavy,High,High-Loyal,7,HighEngage,High-HighEngage,Loyal-HighEngage,0,1,0,1,0
0704-VCUMB,Female,0,Yes,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.25,0,0,Loyal,Light,Low,Low-Loyal,1,LowEngage,Low-LowEngage,Loyal-LowEngage,0,0,0,2,2
6171-ZTVYB,Male,0,Yes,No,43,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),66.25,0,0,Loyal,Heavy,Low,Low-Loyal,6,MidEngage,Low-MidEngage,Loyal-MidEngage,1,1,0,2,1
8053-WWDRO,Female,0,Yes,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.5,1,0,New,Light,Low,Low-New,1,LowEngage,Low-LowEngage,New-LowEngage,1,0,0,3,2
9564-KCLHR,Male,0,No,No,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,51.25,1,0,New,Heavy,Low,Low-New,3,LowEngage,Low-LowEngage,New-LowEngage,1,1,0,2,1
1935-IMVBB,Male,0,Yes,No,56,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,89.7,0,0,Loyal,Heavy,High,High-Loyal,4,MidEngage,High-MidEngage,Loyal-MidEngage,1,0,0,4,3
2535-PBCGC,Female,0,Yes,No,70,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),64.55,0,0,Loyal,Heavy,Low,Low-Loyal,7,HighEngage,Low-HighEngage,Loyal-HighEngage,0,1,0,1,0
2082-CEFLT,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.6,1,0,New,Light,Low,Low-New,2,LowEngage,Low-LowEngage,New-LowEngage,1,0,1,3,1
1470-PSXNM,Male,0,Yes,Yes,49,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,93.65,0,0,Loyal,Heavy,High,High-Loyal,6,MidEngage,High-MidEngage,Loyal-MidEngage,0,0,0,2,3
1213-NGCUN,Female,0,No,No,6,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),49.65,1,0,New,Heavy,Low,Low-New,3,LowEngage,Low-LowEngage,New-LowEngage,1,1,0,2,1
2498-XLDZR,Female,0,Yes,Yes,32,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Mailed check,73.6,0,0,Loyal,Heavy,High,High-Loyal,7,HighEngage,High-HighEngage,Loyal-HighEngage,0,1,0,0,0
9866-OCCKE,Female,1,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,109.75,0,0,Loyal,Heavy,High,High-Loyal,8,HighEngage,High-HighEngage,Loyal-HighEngage,0,1,0,3,0
5338-YHWYT,Male,0,No,Yes,37,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),61.45,0,0,Loyal,Heavy,Low,Low-Loyal,5,MidEngage,Low-MidEngage,Loyal-MidEngage,0,1,0,0,1
7718-UPSKJ,Female,0,Yes,No,69,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),106.4,0,0,Loyal,Heavy,High,High-Loyal,7,HighEngage,High-HighEngage,Loyal-HighEngage,0,1,0,2,0
8731-WBBMB,Female,0,Yes,No,26,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),81.9,0,0,Loyal,Heavy,High,High-Loyal,7,HighEngage,High-HighEngage,Loyal-HighEngage,1,1,0,2,0
1448-CYWKC,Female,0,Yes,Yes,58,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),105.2,0,0,Loyal,Heavy,High,High-Loyal,7,HighEngage,High-HighEngage,Loyal-HighEngage,0,0,0,2,0
7901-IIDQV,Male,0,No,No,24,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,No,Bank transfer (automatic),54.6,0,0,Mid,Heavy,Low,Low-Mid,4,MidEngage,Low-MidEngage,Mid-MidEngage,0,1,0,1,1
2690-DVRVK,Male,0,Yes,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.55,0,0,New,Light,Low,Low-New,1,LowEngage,Low-LowEngage,New-LowEngage,0,0,0,1,2
5688-KZTSN,Male,0,Yes,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.0,1,0,Mid,Light,Low,Low-Mid,1,LowEngage,Low-LowEngage,Mid-LowEngage,1,0,1,2,2
1270-XKUCC,Female,0,Yes,Yes,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.7,0,0,Loyal,Light,Low,Low-Loyal,1,LowEngage,Low-LowEngage,Loyal-LowEngage,0,0,0,1,2
0334-ZFJSR,Female,0,Yes,No,55,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),66.05,0,0,Loyal,Heavy,Low,Low-Loyal,6,MidEngage,Low-MidEngage,Loyal-MidEngage,0,1,0,1,0
2894-QOJRX,Female,0,Yes,No,25,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),34.0,1,0,Loyal,Heavy,Low,Low-Loyal,2,LowEngage,Low-LowEngage,Loyal-LowEngage,1,0,0,3,1
5747-PMBSQ,Male,1,Yes,No,10,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,92.5,1,0,New,Heavy,High,High-New,6,MidEngage,High-MidEngage,New-MidEngage,1,1,0,4,3
5583-EJXRD,Male,0,Yes,Yes,44,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),54.05,0,0,Loyal,Heavy,Low,Low-Loyal,6,MidEngage,Low-MidEngage,Loyal-MidEngage,0,1,0,0,0
4565-EVZMJ,Female,0,No,No,47,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,58.9,0,0,Loyal,Heavy,Low,Low-Loyal,5,MidEngage,Low-MidEngage,Loyal-MidEngage,0,1,0,1,1
3143-JQEGI,Female,0,Yes,Yes,13,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,88.35,1,0,Mid,Heavy,High,High-Mid,4,MidEngage,High-MidEngage,Mid-MidEngage,1,0,1,3,3
6386-SZZKH,Female,0,Yes,Yes,49,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),107.95,1,0,Loyal,Heavy,High,High-Loyal,8,HighEngage,High-HighEngage,Loyal-HighEngage,0,1,0,1,0
3327-YBAKM,Female,0,Yes,No,64,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,96.9,0,0,Loyal,Heavy,High,High-Loyal,6,MidEngage,High-MidEngage,Loyal-MidEngage,0,1,0,2,0
9441-QHEVC,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.1,0,0,New,Light,Low,Low-New,1,LowEngage,Low-LowEngage,New-LowEngage,1,0,0,3,2
6705-LNMDD,Male,0,No,No,20,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,50.0,0,0,Mid,Heavy,Low,Low-Mid,3,LowEngage,Low-LowEngage,Mid-LowEngage,1,1,0,2,1
2580-ASVVY,Female,0,Yes,No,37,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Two year,No,Electronic check,45.4,0,0,Loyal,Heavy,Low,Low-Loyal,4,MidEngage,Low-MidEngage,Loyal-MidEngage,0,1,0,1,1
3370-GQEAL,Male,0,Yes,Yes,30,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,85.45,0,0,Loyal,Heavy,High,High-Loyal,4,MidEngage,High-MidEngage,Loyal-MidEngage,1,0,1,3,3
5032-USPKF,Female,0,No,No,38,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),84.1,0,0,Loyal,Heavy,High,High-Loyal,8,HighEngage,High-HighEngage,Loyal-HighEngage,0,1,0,1,0
2982-IHMFT,Female,1,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.45,1,0,New,Heavy,High,High-New,3,LowEngage,High-LowEngage,New-LowEngage,1,0,0,5,3
3521-SYVOR,Female,0,No,No,37,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,64.75,1,0,Loyal,Heavy,Low,Low-Loyal,4,MidEngage,Low-MidEngage,Loyal-MidEngage,1,0,1,3,3
4254-QPEDE,Female,0,Yes,No,52,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),66.25,0,0,Loyal,Heavy,Low,Low-Loyal,7,HighEngage,Low-HighEngage,Loyal-HighEngage,0,1,0,1,0
6283-GITPX,Male,0,No,Yes,71,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),76.9,0,0,Loyal,Heavy,High,High-Loyal,7,HighEngage,High-HighEngage,Loyal-HighEngage,0,1,0,0,0
9526-JAWYF,Male,0,No,No,26,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,89.8,1,0,Loyal,Heavy,High,High-Loyal,5,MidEngage,High-MidEngage,Loyal-MidEngage,1,0,1,4,3
0771-CHWSK,Male,0,No,No,66,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),74.6,0,0,Loyal,Heavy,High,High-Loyal,7,HighEngage,High-HighEngage,Loyal-HighEngage,0,1,0,1,0
9788-HNGUT,Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),116.95,0,0,Loyal,Heavy,High,High-Loyal,9,HighEngage,High-HighEngage,Loyal-HighEngage,0,1,0,2,0
9495-REDIY,Male,0,No,Yes,25,No,No phone service,DSL,Yes,No,No,No,Yes,No,One year,Yes,Credit card (automatic),40.65,0,0,Loyal,Heavy,Low,Low-Loyal,3,LowEngage,Low-LowEngage,Loyal-LowEngage,0,1,0,0,1
5375-XLDOF,Male,0,Yes,Yes,69,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.35,0,0,Loyal,Heavy,High,High-Loyal,9,HighEngage,High-HighEngage,Loyal-HighEngage,0,1,0,1,0
1172-VIYBP,Male,0,Yes,Yes,53,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Two year,No,Bank transfer (automatic),69.7,0,0,Loyal,Heavy,Low,Low-Loyal,6,MidEngage,Low-MidEngage,Loyal-MidEngage,0,1,0,0,0
5649-VUKMC,Female,0,No,No,12,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Mailed check,95.5,1,0,Mid,Heavy,High,High-Mid,5,MidEngage,High-MidEngage,Mid-MidEngage,0,0,0,3,3
6559-PDZLR,Male,0,No,No,26,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,98.65,0,0,Loyal,Heavy,High,High-Loyal,6,MidEngage,High-MidEngage,Loyal-MidEngage,1,1,1,3,3
8992-OBVDG,Male,0,No,No,21,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,61.65,0,0,Mid,Heavy,Low,Low-Mid,4,MidEngage,Low-MidEngage,Mid-MidEngage,1,0,0,3,1
4273-MBHYA,Female,0,No,Yes,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.35,0,0,New,Heavy,High,High-New,4,MidEngage,High-MidEngage,New-MidEngage,1,0,1,3,3
4724-WXVWF,Male,0,No,No,48,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,95.4,0,0,Loyal,Heavy,High,High-Loyal,6,MidEngage,High-MidEngage,Loyal-MidEngage,1,1,1,3,3
5701-GUXDC,Female,0,Yes,No,26,No,No phone service,DSL,Yes,No,Yes,No,No,No,One year,No,Credit card (automatic),35.4,0,0,Loyal,Heavy,Low,Low-Loyal,3,LowEngage,Low-LowEngage,Loyal-LowEngage,0,1,0,1,1
1460-UZPRJ,Male,0,Yes,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.95,0,0,Loyal,Light,Low,Low-Loyal,1,LowEngage,Low-LowEngage,Loyal-LowEngage,0,0,0,2,2
6082-GLJIX,Male,0,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.25,0,0,Mid,Light,Low,Low-Mid,1,LowEngage,Low-LowEngage,Mid-LowEngage,1,0,0,3,2
5143-EGQFK,Female,1,No,No,10,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,29.65,1,0,New,Heavy,Low,Low-New,2,LowEngage,Low-LowEngage,New-LowEngage,1,1,1,3,1
4919-IKATY,Male,0,Yes,Yes,5,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,84.5,1,0,New,Heavy,High,High-New,5,MidEngage,High-MidEngage,New-MidEngage,1,1,1,2,3
2495-TTHBQ,Female,0,No,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.4,0,0,New,Light,Low,Low-New,1,LowEngage,Low-LowEngage,New-LowEngage,0,0,0,1,2
0485-ZBSLN,Male,0,Yes,Yes,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.75,0,0,Loyal,Light,Low,Low-Loyal,2,LowEngage,Low-LowEngage,Loyal-LowEngage,0,0,0,1,2
3810-PJUHR,Male,0,Yes,Yes,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.35,0,0,Loyal,Light,Low,Low-Loyal,2,LowEngage,Low-LowEngage,Loyal-LowEngage,0,0,0,1,2
9050-QLROH,Male,0,No,No,18,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),90.7,1,0,Mid,Heavy,High,High-Mid,5,MidEngage,High-MidEngage,Mid-MidEngage,1,0,0,4,3
0847-HGRML,Male,0,No,Yes,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.0,0,0,Loyal,Light,Low,Low-Loyal,1,LowEngage,Low-LowEngage,Loyal-LowEngage,0,0,0,1,2
8232-CTLKO,Female,0,Yes,Yes,66,Yes,No,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Electronic check,59.75,0,0,Loyal,Heavy,Low,Low-Loyal,4,MidEngage,Low-MidEngage,Loyal-MidEngage,0,1,0,0,1
9227-YBAXE,Female,0,Yes,Yes,65,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),82.5,0,0,Loyal,Heavy,High,High-Loyal,8,HighEngage,High-HighEngage,Loyal-HighEngage,0,1,0,0,0
6168-WFVVF,Female,1,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.3,1,0,New,Light,Low,Low-New,2,LowEngage,Low-LowEngage,New-LowEngage,1,0,1,5,3
9860-LISIZ,Female,0,No,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,0,0,Loyal,Light,Low,Low-Loyal,1,LowEngage,Low-LowEngage,Loyal-LowEngage,1,0,0,3,2
0112-QAWRZ,Male,0,Yes,Yes,16,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),90.8,0,0,Mid,Heavy,High,High-Mid,5,MidEngage,High-MidEngage,Mid-MidEngage,1,0,0,3,3
0877-SDMBN,Female,0,No,No,54,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),103.95,1,0,Loyal,Heavy,High,High-Loyal,7,HighEngage,High-HighEngage,Loyal-HighEngage,0,1,0,2,0
2786-GCDPI,Female,1,No,No,50,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.95,0,0,Loyal,Heavy,High,High-Loyal,7,HighEngage,High-HighEngage,Loyal-HighEngage,1,1,1,4,3
4043-MKDTV,Male,0,Yes,No,71,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,105.25,0,0,Loyal,Heavy,High,High-Loyal,7,HighEngage,High-HighEngage,Loyal-HighEngage,0,1,0,2,0
8065-YKXKD,Female,0,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.75,1,0,New,Heavy,High,High-New,3,LowEngage,High-LowEngage,New-LowEngage,1,0,1,4,3
9637-EIHEQ,Female,0,No,No,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,50.8,1,0,New,Heavy,Low,Low-New,3,LowEngage,Low-LowEngage,New-LowEngage,1,1,1,2,1
9229-RQABD,Male,0,No,No,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,23.75,0,0,Mid,Light,Low,Low-Mid,2,LowEngage,Low-LowEngage,Mid-LowEngage,0,0,0,2,2
8313-KTIHG,Male,0,No,No,4,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,61.3,0,0,New,Heavy,Low,Low-New,4,MidEngage,Low-MidEngage,New-MidEngage,1,1,1,2,1
5320-BRKGK,Female,0,Yes,Yes,58,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Mailed check,75.8,0,0,Loyal,Heavy,High,High-Loyal,7,HighEngage,High-HighEngage,Loyal-HighEngage,0,1,0,0,0
6284-KMNUF,Female,0,Yes,No,56,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,98.0,0,0,Loyal,Heavy,High,High-Loyal,6,MidEngage,High-MidEngage,Loyal-MidEngage,0,1,0,2,3
9689-PTNPG,Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.25,1,0,New,Heavy,High,High-New,3,LowEngage,High-LowEngage,New-LowEngage,1,0,1,4,3
9465-RWMXL,Male,0,Yes,No,32,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.9,1,0,Loyal,Heavy,High,High-Loyal,4,MidEngage,High-MidEngage,Loyal-MidEngage,1,0,1,4,3
6229-UOLQL,Male,0,Yes,Yes,56,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,52.0,0,0,Loyal,Heavy,Low,Low-Loyal,5,MidEngage,Low-MidEngage,Loyal-MidEngage,0,1,0,0,1
2362-IBOOY,Male,0,No,No,36,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.75,1,0,Loyal,Heavy,High,High-Loyal,4,MidEngage,High-MidEngage,Loyal-MidEngage,1,0,1,4,3
3137-LUPIX,Female,0,No,No,4,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,64.4,0,0,New,Heavy,Low,Low-New,5,MidEngage,Low-MidEngage,New-MidEngage,1,1,0,2,1
0843-WTBXE,Male,0,No,No,53,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),85.45,1,0,Loyal,Heavy,High,High-Loyal,4,MidEngage,High-MidEngage,Loyal-MidEngage,1,0,0,4,3
6143-JQKEA,Male,0,No,No,10,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),45.8,0,0,New,Light,Low,Low-New,2,LowEngage,Low-LowEngage,New-LowEngage,1,0,0,3,1
8676-OOQEJ,Male,0,No,No,4,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,30.5,0,0,New,Heavy,Low,Low-New,2,LowEngage,Low-LowEngage,New-LowEngage,1,1,1,2,1
5515-IDEJJ,Male,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.9,1,0,New,Light,Low,Low-New,1,LowEngage,Low-LowEngage,New-LowEngage,1,0,0,2,2
9701-CDXHR,Female,0,Yes,No,51,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,69.15,0,0,Loyal,Light,Low,Low-Loyal,2,LowEngage,Low-LowEngage,Loyal-LowEngage,1,0,0,4,3
7450-NWRTR,Male,1,No,No,12,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.45,1,0,Mid,Heavy,High,High-Mid,6,MidEngage,High-MidEngage,Mid-MidEngage,1,0,1,5,3
8124-NZVGJ,Female,0,No,No,6,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,49.25,0,0,New,Heavy,Low,Low-New,4,MidEngage,Low-MidEngage,New-MidEngage,0,1,0,1,1
2162-FRZAA,Male,0,Yes,Yes,63,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),39.35,0,0,Loyal,Heavy,Low,Low-Loyal,4,MidEngage,Low-MidEngage,Loyal-MidEngage,0,1,0,0,1
5376-DEQCP,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.6,1,0,New,Light,High,High-New,2,LowEngage,High-LowEngage,New-LowEngage,1,0,1,4,3
5118-MUEYH,Female,0,Yes,No,48,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),105.1,0,0,Loyal,Heavy,High,High-Loyal,7,HighEngage,High-HighEngage,Loyal-HighEngage,1,1,0,3,0
9095-HFAFX,Female,0,No,No,5,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),81.0,1,0,New,Heavy,High,High-New,3,LowEngage,High-LowEngage,New-LowEngage,1,0,0,4,3
5627-TVBPP,Female,0,No,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.1,0,0,Loyal,Light,Low,Low-Loyal,1,LowEngage,Low-LowEngage,Loyal-LowEngage,0,0,0,1,2
2379-ENZGV,Male,0,No,No,6,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.85,1,0,New,Heavy,High,High-New,4,MidEngage,High-MidEngage,New-MidEngage,1,0,1,4,3
3936-QQFLL,Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.75,0,0,New,Light,Low,Low-New,1,LowEngage,Low-LowEngage,New-LowEngage,1,0,0,3,2
2589-AYCRP,Female,0,No,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.75,0,0,Loyal,Light,Low,Low-Loyal,1,LowEngage,Low-LowEngage,Loyal-LowEngage,0,0,0,2,2
4067-HLYQI,Female,0,No,No,33,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.4,0,0,Loyal,Light,High,High-Loyal,2,LowEngage,High-LowEngage,Loyal-LowEngage,1,0,0,4,3
5124-EOGYE,Male,0,No,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.45,0,0,Loyal,Light,Low,Low-Loyal,1,LowEngage,Low-LowEngage,Loyal-LowEngage,0,0,0,2,2
